,driver_id,schedule,group,plug_in_time,plug_out_time
111,1115e2d89c4-b0fc-478e-9a81-dcf91d4bb6fc,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1142.28385945],[463.61714736]
112,1120599739e-6dcd-4aa1-bd49-0b08cb759f13,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1067.48525231],[424.17625477]
113,11380871fe2-07b0-4158-a42c-05ab0fe2489b,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1018.28779001],[371.87005055]
114,1141293b2a9-faab-4866-912e-31ef7bd7ea97,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1102.09739421],[399.10159776]
115,11550bc79aa-f798-423a-89d1-535dd3729ca2,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1118.31728831],[510.0778525]
116,1165704a30f-70fe-47a3-960b-f377e59e7171,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1074.53770737],[371.85228306]
117,11795c06354-8210-4cff-9866-1a746ad1ef1d,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1090.08763859],[384.01851633]
118,11805eae219-d7bf-457d-ab5a-c6349d910511,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1075.511977],[485.24664593]
119,11913e0e082-83b5-4767-83d5-f715b801b275,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1149.912946],[373.58768429]
120,12004aaa98a-42ae-4739-8e83-206b70bbe834,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1137.22446385],[519.34636199]
121,12128f23420-aa46-4cac-b508-54752316c385,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1063.06836678],[413.54591414]
122,122815fafa5-de74-465d-aa87-125946972ebe,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1102.10299774],[463.39115956]
123,123b48cee9a-8635-4309-83ab-4cbfc116e3dc,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1169.97348537],[625.64434815]
124,124dda6eb91-e2f2-43df-a272-c41c4092749f,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1103.67509551],[482.93241936]
125,12517e93e2c-d4e0-4dfa-b768-9e28804fa0cc,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1043.19900818],[367.50217406]
126,12683dced56-65a1-499a-955f-813c9233c17d,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1067.60335133],[382.5125064]
127,127906a9e49-14f0-4924-a983-336636f7b8ec,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1022.28454833],[263.07817492]
128,1286ffe6c4c-b6e5-4ed9-bfa7-8ef9e4fc0ba4,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1052.84850494],[352.095013]
129,1292695d419-9e31-4bf6-b4f8-61fc37124358,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[961.39229272],[343.26216237]
130,1307c625074-6941-4195-bd22-b5be1d677df6,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1072.65357239],[467.41664659]
131,131822ff996-5875-484c-a539-1eaa5fa855b4,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1055.24996817],[431.08453106]
132,132de639861-8036-4ebe-8777-492c6f319f64,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1191.25147676],[500.29013698]
133,1330826ee9b-f67b-43c0-a08a-d1b695c94475,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1140.56258745],[396.23839644]
134,1346463a66e-633e-4ab3-b193-9dd6b016b871,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1024.95856031],[444.10605314]
135,13541a6d80d-6fca-4bdc-bc0c-2dcaa047d1a0,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1056.60556063],[325.05634919]
136,136bcf21507-6209-4891-856b-0f0fb7372936,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[994.64114694],[313.49924729]
137,137b662fd05-3a1a-4905-ad50-8f049f43b037,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1030.71606522],[396.64707016]
138,138861176d4-ae7d-422c-8ac4-75320275dab3,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1079.27225698],[375.23886715]
139,139221b6853-9436-49af-9d11-cd7674aa6ac2,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1031.67457422],[425.01273321]
140,140f3d93dee-d5d9-483e-8783-6137de66c6d9,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1133.26985558],[493.15801524]
141,141f33f85ce-522d-4801-94e0-4b7d69cbc6e0,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1167.95822345],[467.9201589]
142,1426c127baf-6360-4728-ad9d-686e173f2426,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1102.79773275],[447.94408105]
143,14391424898-277e-479a-a454-38c6fe44cbf8,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1030.42404739],[350.05472752]
144,144676cef41-4632-40d0-9588-8ef86df98be8,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1042.93721197],[380.0375315]
145,14590277d66-e927-4b25-a453-40c8ca9dcb06,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1083.20405211],[517.76930829]
146,1460edf3d3c-11c2-4ac3-94c0-7f8eaa7d3a84,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1047.3033947],[380.84136081]
147,147a6078638-f1d4-4876-b6f1-f5461095f186,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1035.81187516],[456.31190351]
148,148c4cda5a1-97bc-4e63-ab39-6a422d6104a1,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1049.23294107],[353.44900191]
149,1495b9498a8-3df0-40e0-8984-e415888b208b,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1127.99225474],[538.35360686]
150,1500bde4114-7074-4ccd-95be-9efe13af62fd,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[979.65125067],[279.99869693]
151,151b3ad9471-7952-4ec5-998f-61d1c216cddb,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1151.57154832],[451.14359136]
152,152e810ec63-f3ae-4793-bba2-7fdec30b1b73,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1073.20421327],[512.58565876]
153,1533e0cf0f8-0468-4d04-bafb-b3aca3defddb,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1023.8921727],[432.82490874]
154,154368062bb-0d71-4ddd-8a60-0633ee85186d,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.],Average (UK),[1228.00459595],[706.67634878]
155,155ea7d0fe9-e903-4dc5-a3a0-108d379d1caf,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1004.596982],[357.47957783]
156,15695bfbd66-2b6e-4ba0-aaf7-954a0fa57623,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1099.36997326],[414.64136567]
157,15773b33d0c-3f32-4c21-8e6e-a4ec202a6c95,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1071.81624783],[378.88925678]
158,158199af609-7386-4ec9-a485-22d3c8565554,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1100.02017377],[561.77600926]
159,159dc5e9f2b-979c-4594-b700-6158970b1283,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1073.58449219],[510.61274276]
160,160e6cb8bf5-5bf1-4894-8d29-69c9dac82b35,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1087.70863664],[514.87812053]
161,161caa3271f-5dc2-4644-bdea-feadbebf1684,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1061.587944],[464.76533834]
162,1626ebeb49b-11f0-4599-a659-8c2c46e36d49,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1193.5110984],[592.73250455]
163,1638adcb37d-13ca-4fe5-ae06-e81b3e9e2a92,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1099.03296622],[342.90122842]
164,164f0812d47-db8d-406e-8276-aa81d62eb889,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1056.00588938],[488.27022127]
165,1653ab9a798-0f2a-4131-abcf-c717ca93b1f3,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1053.86816731],[460.98070331]
166,166582db0c1-42d7-4d97-afb5-bb96bd93ec57,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1064.23882396],[304.83726168]
167,167b7877d60-666e-4a2a-8023-7babc123444a,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[956.76710951],[337.34470074]
168,168210fba76-649e-440f-a276-a36be730acce,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1080.21503325],[462.52852628]
169,169b53d0112-625a-4290-85f6-3d80e6f79104,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1088.824652],[524.77069941]
170,1704f1a871e-fff2-40e4-a8a4-e7aaebec639e,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1091.55802644],[383.39655436]
171,1711cf6f7b0-27fb-4cc5-ac66-499b8c4074f7,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1090.5348615],[421.42618382]
172,17223ff1043-0a2d-4ddc-abcf-b5384d79a2f5,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1090.48823245],[437.43299212]
173,17314ad0c6d-4e00-40a1-a8cb-fdf21093fac3,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1081.37631305],[442.62535959]
174,1744907076e-c740-4855-aa26-691378304a4f,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1079.18056442],[445.42388792]
175,1756b91d995-968f-46bc-afba-35772b534ec9,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.],Average (UK),[1215.54288958],[557.68039012]
176,17681c51512-9d15-4b8d-b865-b981ed26665d,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1088.79502625],[420.18741593]
177,177e495d4fe-a0ab-43e4-96bc-c4ad20f03bc3,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1083.97778439],[438.01438311]
178,178e81fe0e2-fd84-4309-84ca-213ecb12b9e8,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1070.07489956],[367.89178589]
179,179a6f2ec60-9f5d-44dd-b469-0255846df997,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1033.67264039],[363.47966306]
180,180670ef82f-0b88-4e9a-b92c-0cfb90d7e212,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1001.25801268],[323.37708831]
181,1810fbf2bb2-75d2-4498-89c7-86b431efdb00,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[957.55590791],[390.56777262]
182,1820b30a415-8221-42b3-95ab-b68d1c4a6e56,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1059.18251634],[517.24844437]
183,183ac76ba76-60a8-4879-a843-2733217bcce2,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1109.6226542],[437.74774765]
184,184cdad0bf2-8332-4590-8ff8-b9e76224bccd,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1043.17192821],[377.91675904]
185,18572cf1357-6c7d-4de6-abfe-06576d9cd1ae,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1140.39304524],[490.59837734]
186,186e6665bc9-b7f7-46bb-b11a-26918ab06bc4,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1165.83697556],[447.63161802]
187,187a16caa35-f833-489a-acd1-85e39bbafd06,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1160.93088174],[600.77337918]
188,188474f0d6f-669b-42dd-a7b8-44593b91a5bd,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1042.32481175],[416.6865943]
189,189addca686-d132-42b4-a982-480a3523ab98,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1131.74561855],[459.97573712]
190,19085f2257d-c977-49fb-8213-4e267837bb7c,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1021.3164741],[522.91573955]
191,191fcb5ca33-dc5a-4dcc-91d7-0d1be8ad921f,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1130.33787577],[414.46224805]
192,192e230f233-c1b7-4b5e-90d0-3910daaebb17,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1040.46449866],[397.74573118]
193,1935a07cd9f-c941-4d7d-98ed-3beef30f0a02,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1119.85556434],[492.88596852]
194,194ed6648e7-ffad-4b18-ba9c-3050ccb7738c,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1119.29382633],[539.71675943]
195,19547f30e52-d663-44a2-ae7c-10b94ace8151,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1084.29527403],[529.78475969]
196,1968efd96fe-10a5-438c-b58d-2ac744ffe3fd,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[962.82935171],[295.78435699]
197,197268a8c72-55b4-4ee5-9ebb-5274c9124304,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1000.4174437],[322.02412616]
198,198086da81f-5119-47f1-8796-3689e4aca1c9,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1137.48326011],[534.23879511]
199,19901283e07-0ca7-4269-b04d-5230a3c71a83,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1120.83945751],[536.95002816]
200,200699d0a7b-fd21-40f2-8a5e-a51b7f413851,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1103.30597147],[392.2328652]
201,201b2fda2b6-e6ba-483f-9530-cf6385571edd,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1088.86581881],[525.00023805]
202,2027abe7019-45fa-46a4-a42b-b4ed70bcc436,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1071.67456236],[423.82591661]
203,203f3788cfc-a398-4abd-b573-484eea76982f,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1144.47678991],[465.69580501]
204,20471a0b07c-ab92-4742-a759-50b1b2958387,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1087.29202783],[500.85533087]
205,205b4e9af27-1ae4-49cc-8c43-95f8ec737a36,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1156.35386322],[601.88784692]
206,20671b39a82-fb33-4723-83f2-09fd5a0f459a,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[954.49689019],[346.42299797]
207,20740c39d94-f1df-4faf-b15e-2d5b3fde9aeb,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1043.32535365],[440.2113334]
208,2084f3397d9-2274-4321-b9a0-65d7c5a561c4,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1049.95651596],[433.98213589]
209,2091f49faa7-3315-4d59-b5a3-93aa7babb86f,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1036.03770897],[354.94736038]
210,2107d41ba99-9ce6-4f43-b757-dd9c5de04bad,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1112.77367061],[548.36525269]
211,211b2986b2b-7be6-4593-b090-4ad1b3cb8837,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1060.1447802],[434.08726982]
212,2124452e538-24a1-4fd0-8500-61bc16b0873e,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[955.29477579],[267.42652919]
213,213d3738bda-23ab-4133-a759-ecdc2db90f90,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1091.19176386],[369.13643568]
214,214e5b87219-485d-4b75-96e4-c6eb9cebbd8c,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1187.64144657],[568.330222]
215,215eb3e66d5-170f-4cf0-a6d8-05bb0b9bc07f,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1103.39666326],[440.49401537]
216,2168d392929-2144-4456-b221-7a675193da7d,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1058.92893648],[502.1043935]
217,217a7895daa-f12a-43e8-8975-e3eb1269f3e1,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1031.31371367],[372.67384242]
218,218e5945caa-166f-47d7-85c7-059e80303c9a,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1059.71575038],[434.13681433]
219,219dacdf423-7cea-440f-b45a-330eb4a86184,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1125.56678068],[559.3813675]
220,22089165ad3-a101-4521-b5cf-0703d35067b0,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1137.12623107],[437.35119574]
221,2216ce19bf8-caa5-4893-b617-fad41209ae1f,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1019.47494817],[453.8359964]
222,22265908763-672c-4aa5-a6e0-320985993f56,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1029.08756155],[486.40682409]
